anime_id,name,genre,type,episodes,rating,members
5256,pokemon fushigi no dungeon toki no tankentai yami no tankentai,"adventure, fantasy",special,1,6.78,6671
6877,pokemon bokutachi pichu brothers  party wa oosawagi no maki,"adventure, comedy, fantasy, kids",special,1,6.78,6907
30625,princess princess specials,"comedy, school, shoujo",special,12,6.75,687
17933,pyuu to fuku jaguar,"comedy, music, shounen",ova,3,6.78,312
26019,rokujouma no shinryakusha,"comedy, romance, school, supernatural",special,1,6.78,3280
25285,seirei tsukai no blade dance specials,"action, ecchi, fantasy, school, supernatural",special,6,6.78,14392
2033,tamala 2010 a punk cat in space,"comedy, dementia, psychological, sci-fi",movie,1,6.78,3343
23439,toki wa meguru tokyo station,slice of life,ona,1,6.78,2862
8230,true tears epilogue,"drama, music, romance",music,1,6.78,8053
3761,wanwan sanjuushi,"adventure, historical",tv,26,6.78,1277
2032,wellber no monogatari sisters of wellber,"action, adventure, comedy, drama, fantasy, historical",tv,13,6.78,5605
1533,ai tenshi densetsu wedding peach,"adventure, comedy, magic, romance, shoujo",tv,51,6.77,12536
23627,aoki hagane no arpeggio ars nova  kirikumas,"comedy, parody",special,13,6.77,2913
33046,bproject kodouambitious,"music, shoujo",tv,12,6.77,17506
1669,bakuten shoot beyblade 2002,"action, adventure, comedy, sci-fi, shounen, sports",tv,51,6.77,27959
1136,betterman,"action, adventure, comedy, drama, horror, mecha, mystery, psychological, sci-fi, shounen",tv,26,6.77,8037
2495,chance triangle session,"drama, music, slice of life",tv,13,6.77,3005
4503,choujikuu kidan southern cross,"action, drama, mecha, sci-fi",tv,23,6.77,3855
8367,crayon shinchan movie 16 chou arashi wo yobu kinpoko no yuusha,"comedy, ecchi, kids, school, shounen, slice of life",movie,1,6.77,878
2650,doraemon movie boku momotarou no nanna no sa,"adventure, fantasy, kids, sci-fi, shounen",movie,1,6.77,591
7436,dragon quest dai no daibouken tachiagare aban no shito,"action, adventure, fantasy, magic, shounen",movie,1,6.77,733
2953,egao,"music, slice of life",music,1,6.77,8814
13731,eureka seven new order,"adventure, drama, mecha, romance, sci-fi",special,1,6.77,5900
7307,gegege no kitarou 1985,"comedy, supernatural",tv,108,6.77,573
3481,grendizer getter robo g  great mazinger kessen daikaijuu,"action, mecha, sci-fi, shounen",movie,1,6.77,1179
9515,highschool of the dead drifters of the dead,"comedy, ecchi, supernatural",ova,1,6.77,140501
2050,honoo no tenkousei,"action, comedy, martial arts, parody, school, shounen, sports",ova,2,6.77,2688
1409,igpx immortal grand prix,"mecha, sci-fi, shounen, sports",tv,5,6.77,2392
5333,ikkitousen great guardians specials,"comedy, ecchi",special,6,6.77,12064
2565,jungle taitei susume leo,"adventure, shounen",tv,26,6.77,986
12991,katte ni kaizou specials,"comedy, parody, school, sci-fi, shounen",special,3,6.77,1736
148,kita e diamond dust drops,"drama, romance, slice of life",tv,12,6.77,5736
16756,kuiba zhi shiwanhuoji,"action, adventure, fantasy, kids",movie,1,6.77,487
2980,kuusou kagaku sekai gulliver boy,"action, adventure, fantasy, magic, mecha",tv,50,6.77,534
4320,lupin iii green vs red,"action, comedy, mystery, shounen",ova,1,6.77,3769
2039,mahou no yousei persia,"comedy, magic",tv,48,6.77,990
17743,maoyuu maou yuusha kono monogatari wa daniku dake dewanai no ja,"adventure, demons, fantasy, romance",special,1,6.77,10133
8245,metal fight beyblade vs taiyou shakunetsu no shinryakusha sol blaze,"adventure, comedy, sports",movie,1,6.77,1779
9581,mm specials,"comedy, ecchi, school",special,9,6.77,21462
26351,nagato yukichan no shoushitsu,"comedy, romance, school, seinen, slice of life",tv,16,6.77,62601
5865,nanaka 617 special,"comedy, drama, romance, shounen, slice of life",special,1,6.77,1229
615,nurse witch komugichan magikarte,"comedy, magic, parody",ova,5,6.77,9895
3827,ore wa teppei,"action, shounen, sports",tv,28,6.77,532
1182,shamanic princess,"action, fantasy, magic, romance",ova,6,6.77,6588
23209,sora no method,"drama, fantasy, school, slice of life",tv,13,6.77,47900
28063,sword art online ii sword art offline ii,comedy,special,9,6.77,19677
15125,teekyuu,"comedy, school, shounen, sports",tv,12,6.77,30291
10005,tetsujin 28gou hakuchuu no zangetsu,"action, adventure, mecha, sci-fi",movie,1,6.77,404
1822,the hakkenden,"action, adventure, demons, historical, martial arts, samurai, shounen",ova,6,6.77,4085
473,tideline blue,"action, adventure, drama, military, shounen",tv,12,6.77,4670
4467,universe,"fantasy, music",music,1,6.77,1275
20267,wooser no sono higurashi kakuseihen,"comedy, fantasy, slice of life",tv,12,6.77,4334
29017,wooser no sono higurashi mugenhen,"comedy, fantasy, slice of life",tv,13,6.77,2810
11755,009 recyborg,"action, adventure, mecha, sci-fi",movie,1,6.76,8307
27911,anime de wakaru shinryounaika,"comedy, seinen",ona,20,6.76,21416
7805,baka to test to shoukanjuu mondai  christmas ni tsuite kotae nasai,"comedy, romance",ona,1,6.76,28032
5002,bari bari densetsu,"action, drama, shounen, sports",ova,2,6.76,385
1962,chikyuu bouei kazoku,"action, comedy, sci-fi, shounen",tv,13,6.76,726
14827,dciii da capo iii,"drama, ecchi, romance, school",tv,13,6.76,16219
4712,digimon savers agumon gaomon lalamon bakuretsu jougai last battle,"action, adventure, comedy, fantasy, sci-fi, supernatural",special,1,6.76,4327
6714,dragon ball z atsumare gokuu world,"action, adventure, comedy, fantasy, martial arts, shounen, super power",ova,1,6.76,10044
13263,fatezero onegai einzbern soudanshitsu,comedy,special,6,6.76,19326
2319,freedom previsited,"action, adventure, sci-fi",ova,1,6.76,1990
259,happylesson,"comedy, harem, romance, school",ova,5,6.76,8067
2224,hikari no densetsu,"music, romance, shoujo, sports",tv,19,6.76,2028
6008,jewelpet,"fantasy, magic, shoujo",tv,52,6.76,4197
1660,kurogane communication,"action, adventure, drama, sci-fi",tv,24,6.76,2928
2911,kyoushirou to towa no sora specials,"drama, magic, romance, shounen",special,6,6.76,3946
2038,mahou no star magical emi,"comedy, magic, shoujo, slice of life",tv,38,6.76,1783
4052,medarot damashii,"action, adventure, sci-fi",tv,39,6.76,9590
17655,mobile suit gundam age memory of eden,"action, drama, mecha, military, sci-fi",ova,2,6.76,2405
6736,mouryou no hako special,"mystery, seinen, supernatural, thriller",special,1,6.76,4733
33075,musaigen no phantom world special,"action, comedy, fantasy, supernatural",special,1,6.76,14168
10936,nekogami yaoyorozu ohanami ghostbusters,"comedy, seinen, supernatural",ova,1,6.76,2515
8783,nezha nao hai,kids,movie,1,6.76,255
24991,no game no life specials,"ecchi, fantasy, game",special,6,6.76,58997
24705,ore twintail ni narimasu,"action, comedy, fantasy, romance, school, shounen",tv,12,6.76,66868
2615,otome wa boku ni koishiteru special,"comedy, romance, school",special,1,6.76,9347
3366,persona trinity soul,"action, sci-fi, super power",tv,26,6.76,48744
16718,sket dance sd character flash anime,"comedy, school, shounen",ona,16,6.76,2017
1742,souryuuden,"drama, mystery, super power, supernatural",ova,12,6.76,1408
2619,spider riders oracle no yuushatachi,"action, adventure, mecha",tv,26,6.76,3605
12699,tales of gekijou,comedy,special,5,6.76,2853
33811,teekyuu 8,"comedy, shounen, sports",tv,12,6.76,3961
17233,the house,"drama, fantasy, kids",movie,1,6.76,242
3008,time bokan series yatterman,"adventure, comedy, mecha",tv,108,6.76,2930
7591,tono to issho,"comedy, historical, parody, samurai, seinen",ova,1,6.76,2888
6129,umi monogatari anata ga ite kureta koto,"drama, fantasy, magic, romance, supernatural",tv,12,6.76,14696
31521,ushinawareta mirai wo motomete ushinawareta natsuyasumi wo motomete,romance,special,1,6.76,3437
3077,warau salesman,"comedy, drama, seinen",tv,103,6.76,711
1718,winter garden,"drama, romance, shoujo, slice of life",special,2,6.76,5398
315,xiao qian,"action, drama, fantasy, romance",movie,1,6.76,1823
298,tasogare no udewa densetsu,"adventure, comedy, fantasy, game, sci-fi, shounen",tv,12,6.75,47679
2221,aishite knight,"comedy, romance, shoujo",tv,42,6.75,3746
8950,akage no anne green gables e no michi,"adventure, historical, shoujo, slice of life",movie,1,6.75,1218
9706,canaan minorikawa report 201x shanghai,"action, seinen",special,1,6.75,5516
1149,choujuushin gravion zwei,"adventure, comedy, mecha, sci-fi, shounen",tv,12,6.75,5808
31851,dog days limone resort tenbou onsen,"ecchi, fantasy, magic",special,1,6.75,1585
2627,doraemon its new year,"comedy, kids, sci-fi, shounen",special,1,6.75,476
987,dragon ball gt goku gaiden yuuki no akashi wa suushinchuu,"action, adventure, comedy, fantasy, martial arts, shounen, super power",special,1,6.75,32853
236,es otherwise,"adventure, comedy, drama, military, sci-fi, shounen, supernatural",tv,26,6.75,11704
504,fatal fury the motion picture,"action, adventure, drama, martial arts, romance, shounen",movie,1,6.75,7101
23499,gakumon ookami shoujo wa kujikenai,"comedy, school, shounen",ona,3,6.75,1477
11268,ganso tensai bakabon,"comedy, slice of life",tv,103,6.75,288
7285,ginga tetsudou 999 diamond ring no kanata e,"adventure, drama, sci-fi",movie,1,6.75,745
29853,girls und panzer heartful tank disc fushou  akiyama yukari no sensha kouza,"military, school",special,2,6.75,1457
1706,gun frontier,"action, adventure, drama, historical, sci-fi, seinen",tv,13,6.75,4732
15729,hagure yuusha no aesthetica hajirai ippai,"comedy, ecchi",special,6,6.75,19407
1466,hakugei densetsu,"adventure, sci-fi",tv,26,6.75,1387
1848,haou taikei ryuu knight,"action, adventure, fantasy, mecha",tv,52,6.75,1591
1181,hikyou tanken fam and ihrlie,"action, adventure, comedy, fantasy, magic",ova,4,6.75,4032
8507,ikkitousen xtreme xecutor specials,"comedy, ecchi",special,6,6.75,8568
6087,jetter mars,"action, drama, mecha, sci-fi",tv,27,6.75,382
3464,kemeko deluxe,"action, comedy, ecchi, romance, school, sci-fi, shounen",tv,12,6.75,26991
5305,koihimemusou ova,"comedy, fantasy, school",ova,1,6.75,7747
16906,line offline salaryman,comedy,tv,114,6.75,1190
1445,mach gogogo,"adventure, cars, shounen, sports",tv,52,6.75,6253
2272,mahou no princess minky momo yume no naka no rondo,"magic, shoujo",ova,1,6.75,658
3388,majokko meguchan,"magic, shoujo",tv,72,6.75,1139
4782,mama wa poyopoyo saurus ga osuki,"comedy, kids, slice of life",tv,52,6.75,348
776,nanaka 617,"comedy, drama, romance, shounen, slice of life",tv,12,6.75,5702
24075,persona 4 the golden animation,"adventure, mystery, school, sci-fi, super power, supernatural",tv,12,6.75,39165
21569,pokemon xy hakai no mayu to diancie,"adventure, fantasy, kids",movie,1,6.75,9290
11073,pokemon ashs journey,"fantasy, kids",movie,1,6.75,4578
3265,princess tutu recaps,"comedy, magic, romance, shoujo",special,3,6.75,3999
28619,ranpo kitan game of laplace,mystery,tv,11,6.75,66777
21033,seikoku no dragonar,"comedy, ecchi, fantasy, school",tv,12,6.75,83068
679,shadow skill 1996,"adventure, drama, fantasy, shounen",ova,3,6.75,3210
4173,shigofumi picture drama,comedy,special,7,6.75,2804
5742,space cobra pilot,"action, adventure, sci-fi, space",special,1,6.75,873
421,stratos 4,"comedy, military, sci-fi, shounen",tv,13,6.75,6909
11685,takarajima memorial yuunagi to yobareta otoko,"adventure, drama, historical, mystery, supernatural",ova,1,6.74,536
928,transformers galaxy force,"adventure, mecha, sci-fi, shounen",tv,52,6.75,2790
12935,utakata hanabi,music,music,1,6.75,1375
347,wild arms twilight venom,"action, adventure, fantasy, magic, sci-fi, vampire",tv,22,6.75,4750
17341,yama no susume kabette kowakunai no,"comedy, slice of life",special,1,6.75,7878
299,liminality,"game, mystery, sci-fi",ova,4,6.74,24304
2467,3 choume no tama uchi no tama shirimasenka,adventure,tv,35,6.74,967
1998,amazing nuts,"adventure, music, police, romance, sci-fi",music,4,6.74,6650
2709,bakusou kyoudai lets and go max,"cars, shounen, sports",tv,51,6.74,1572
4197,blue dragon tenkai no shichi ryuu,"adventure, comedy, fantasy, supernatural",tv,51,6.74,6667
1194,coyote ragtime show,"action, adventure, comedy, mecha, sci-fi, shounen",tv,12,6.74,13036
5618,dokonjou gaeru,"comedy, slice of life",tv,103,6.74,378
2641,doraemon its winter,"adventure, comedy, fantasy, kids, shounen",special,1,6.74,485
2644,doraemon treasure of the shinugumi mountain,"adventure, comedy, fantasy, kids, shounen",special,1,6.74,405
5016,fluximation,music,music,14,6.74,2240
10172,freezing specials,"action, comedy, ecchi",special,6,6.74,28125
782,gasaraki,"drama, mecha, military, psychological, supernatural",tv,25,6.74,10770
1019,honoo no mirage,"action, drama, historical, romance, school, shounen ai, supernatural",tv,13,6.74,12835
3503,kanokon,"comedy, ecchi, harem, romance, school, shounen, slice of life, supernatural",tv,12,6.74,122288
6791,kanokon manatsu no dai shanikusai,"ecchi, romance, slice of life",ova,2,6.74,25804
28207,ketsuekigatakun 2,comedy,tv,12,6.74,2265
6975,koro no dai sanpo,adventure,special,1,6.74,1055
3866,kuro ga ita natsu,"drama, historical",movie,1,6.74,344
1070,love get chu,"comedy, romance",tv,25,6.74,5725
32730,love live x watering kissmint collaboration cm,music,special,1,6.73,1729
7090,madou king granzort saigo no magical taisen,"action, comedy, fantasy, magic, mecha, sci-fi, shounen",ova,2,6.74,214
6779,pokonyan,"comedy, fantasy, kids, magic",tv,170,6.74,314
8456,queens blade utsukushiki toushitachi,"action, adventure, ecchi, fantasy",ova,6,6.74,11540
25117,ryuugajou nanana no maizoukin tv specials,comedy,special,6,6.74,3689
10156,sacred seven,"action, school, sci-fi, super power",tv,12,6.74,47136
14515,sasamisanganbaranai,"comedy, romance, supernatural",tv,12,6.74,55635
6068,sensei no ojikan doki doki school hours ova,"comedy, school",ova,7,6.74,1441
3809,shirayuki hime no densetsu,"adventure, fantasy, romance",tv,52,6.74,1486
1480,sky girls ova,"mecha, military, sci-fi",ova,1,6.74,5673
2419,spirit of wonder chinasan no yuuutsu,"romance, sci-fi, seinen",ova,1,6.74,1947
2290,superflat monogram,"adventure, fantasy",special,1,6.74,4889
175,tokyo underground,"action, adventure, romance, sci-fi, shounen, super power",tv,26,6.74,17920
4720,white album,"drama, harem, music, romance",tv,13,6.74,54376
1958,wish,music,music,1,6.74,5321
10390,quantum sore ike bokura no chimuchimuchan,"comedy, game",special,3,6.73,5249
2546,alps monogatari watashi no annette,"drama, historical, slice of life",tv,48,6.73,1715
10689,appleseed xiii remix movie 1 yuigon,"action, mecha, military, police, sci-fi",movie,1,6.74,2478
17493,ashita genki ni nare hanbun no satsumaimo,drama,movie,1,6.74,365
2732,baby baachan,"comedy, drama",tv,53,6.73,406
10490,bloodc,"action, horror, school, supernatural, vampire",tv,12,6.73,118553
406,buzzer beater,"shounen, sports",tv,13,6.73,8439
31636,dagashi kashi,"comedy, shounen, slice of life",tv,12,6.73,145468
1187,dna ova,"comedy, drama, sci-fi",ova,3,6.73,8003
8546,dr slump movie 02 hoyoyo uchuu daibouken,"comedy, sci-fi, shounen",movie,1,6.73,596
5945,element hunters,"sci-fi, shounen",tv,39,6.73,9115
7477,fusha no sha,"adventure, historical, martial arts, samurai, supernatural",movie,1,6.73,453
10949,ghost in the shell stand alone complex  tachikoma no hibi fan disc,"comedy, mecha, sci-fi",special,3,6.73,3159
31617,ghost in the shell the new movie virtual reality diver,"police, sci-fi, seinen",special,1,6.73,2575
6117,gokujou mecha mote iinchou,"comedy, romance, school, shoujo",tv,51,6.73,4162
6728,helen keller monogatari ai to hikari no tenshi,drama,movie,1,6.73,285
2390,hoshi no kirby,"action, adventure, comedy, fantasy, parody",tv,100,6.73,10416
9362,hyakka ryouran samurai girls specials,ecchi,special,6,6.73,15446
9495,inochi no chikyuu dioxin no natsu,drama,movie,1,6.73,335
635,juubeechan lovely gantai no himitsu,"action, adventure, comedy, drama, shounen",tv,13,6.73,11531
590,kage kara mamoru,"comedy, romance, shounen",tv,12,6.73,17136
6205,kmpfer,"action, comedy, ecchi, romance, school, shoujo ai, super power",tv,12,6.73,146631
602,ko seiki beast sanjuushi,"adventure, comedy, fantasy, mecha, shounen, supernatural",ova,7,6.73,1194
15347,meitantei holmes aoi ruby no maki  kaitei no zaihou no maki,"adventure, comedy, mystery",movie,1,6.73,507
3550,midori no makibao,"comedy, sports",tv,61,6.73,488
9934,nekogami yaoyorozu,"comedy, seinen, slice of life, supernatural",tv,12,6.73,12486
2912,ohayo spank,"comedy, slice of life",tv,63,6.73,981
32383,osomatsusan short film series,"comedy, parody",special,8,6.73,3051
3900,ougon bat,"action, sci-fi, super power",tv,52,6.73,446
1296,project ako 2 daitokuji zaibatsu no inbou,"action, comedy, mecha, sci-fi, super power",ova,1,6.73,2876
6633,queens blade gyokuza wo tsugu mono,"action, adventure, ecchi, fantasy",tv,12,6.73,31256
1232,saber marionette r,"action, comedy, harem, mecha, sci-fi",ova,3,6.73,4928
3806,sasuga no sarutobi,"action, adventure, comedy, martial arts, romance, sports",tv,69,6.73,483
8542,shin ace wo nerae,"drama, romance, school, shoujo, sports",tv,25,6.73,562
2497,shin cutey honey,"adventure, comedy, ecchi, magic, sci-fi",ova,8,6.73,3455
8635,shin koihimemusou live revolution,"ecchi, music",ova,1,6.73,3574
2463,shounan bakusouzoku,"action, comedy, shounen",ova,12,6.73,423
12715,the hakkenden shin shou,"action, adventure, demons, historical, martial arts, samurai, shounen",ova,7,6.73,1127
3915,time bokan,"adventure, comedy, mecha",tv,61,6.73,835
5833,tondemo senshi muteking,"action, comedy, kids, magic, mecha, sci-fi, shounen, super power",tv,56,6.73,243
10324,tono to issho gantai no yabou,"comedy, historical, parody, samurai, seinen",tv,12,6.73,1993
5022,toushi gordian,"action, mecha, sci-fi",tv,73,6.73,310
1198,tsuyokiss,"comedy, romance, school, slice of life",tv,12,6.73,13680
6878,usavich special,"adventure, comedy",special,1,6.73,1352
497,yami to boushi to hon no tabibito,"adventure, ecchi, fantasy, magic, mystery, shoujo ai",tv,13,6.73,19237
2288,akihabara dennougumi,"adventure, mecha, sci-fi, shoujo",tv,26,6.72,3935
9549,alps no shoujo heidi heidi to clarahen,"drama, historical, slice of life",movie,1,6.72,717
808,bakuretsu hunters ova,"action, adventure, comedy, ecchi, fantasy, harem, magic, romance, shounen, super power",ova,3,6.72,3686
3232,bannou bunka nekomusume specials,"action, adventure, comedy, mecha, sci-fi, seinen",special,2,6.72,950
11017,battle spirits heroes,"action, shounen",tv,50,6.71,836
3952,blue seed 15,"comedy, romance, sci-fi",ova,2,6.72,1326
1672,bomberman bdaman bakugaiden,"comedy, sci-fi, shounen",tv,48,6.72,1419
5266,choujuu kishin dancougar god bless dancougar,"action, mecha, sci-fi",ova,1,6.72,667
4450,chrno crusade az demo wakaru chrno crusade kouza,"adventure, comedy, demons, historical, supernatural",special,11,6.72,8496
1853,cutey honey f,"action, adventure, comedy, magic, romance, sci-fi, shoujo",tv,39,6.72,3495
2606,digimon savers the movie kyuukyoku power burst mode hatsudou,"action, adventure, comedy, fantasy, shounen",movie,1,6.72,7937
12347,dirty pair flash 3,"action, adventure, comedy, ecchi, police, sci-fi",ova,5,6.72,1450
7666,dr slump movie 01 aralechan hello fushigi shima,"comedy, sci-fi, shounen",movie,1,6.72,916
6028,dr slump movie 04 aralechan hoyoyo nanaba shiro no hihou,"comedy, sci-fi, shounen",movie,1,6.72,686
225,dragon ball gt,"action, adventure, comedy, fantasy, magic, sci-fi, shounen, super power",tv,64,6.72,226625
7364,dragon quest dai no daibouken buchiyabure shinsei 6 daishougun,"action, adventure, fantasy, magic, shounen",movie,1,6.72,736
10527,duel masters cross,"action, adventure, comedy, shounen",tv,100,6.72,1062
4199,entaku no kishi monogatari moero arthur,"adventure, drama, historical, romance",tv,30,6.72,608
3488,genji monogatari,"drama, historical, romance",movie,1,6.72,2773
18989,ghost in the shell arise  another mission,"action, mecha, police, sci-fi",special,1,6.72,6649
1761,golgo 13 queen bee,"action, adventure, drama, military, seinen",ova,1,6.72,4513
403,hanaukyou maidtai,"comedy, ecchi, harem, romance",tv,12,6.72,19053
1907,harukanaru toki no naka de hachiyou shou ova,"comedy, demons, fantasy, historical, shoujo, supernatural",ova,2,6.72,1352
31096,hibike euphonium suisougakubu no nichijou,"comedy, music, school",special,7,6.72,12196
20391,hidamari sketch chou hidamatsuri special,comedy,special,1,6.72,1496
22123,inugamisan to nekoyamasan,"comedy, school, shoujo ai",tv,12,6.72,35872
4119,juushin liger,"action, mecha, sci-fi",tv,43,6.72,575
31344,k missing kings  manner movie,comedy,movie,1,6.72,3235
496,kamui no ken,"adventure, drama, fantasy, historical, shounen",movie,1,6.72,2776
23133,m3 sono kuroki hagane,"action, drama, mecha, mystery, psychological, sci-fi",tv,24,6.72,38301
10361,macross f choujikuu gekijou,"comedy, slice of life",ova,1,6.72,2177
5962,metal fight beyblade,"adventure, comedy, sports",tv,51,6.72,13898
2733,mobile police patlabor minipato,parody,ova,3,6.72,1831
3641,naisho no tsubomi,"kids, romance, school, shoujo, slice of life, supernatural",ova,3,6.72,5135
7664,nils no fushigi na tabi movie,"adventure, fantasy, kids",movie,1,6.72,408
34283,nobunaga no shinobi episode 0,"comedy, historical",special,1,6.74,937
1328,one pound gospel,"comedy, romance, seinen, sports",ova,1,6.72,1724
5529,pokemon odoru pokemon himitsu kichi,"comedy, fantasy, kids",movie,1,6.72,5846
1165,sakura taisen ouka kenran,"adventure, mecha, sci-fi, shounen",ova,4,6.72,2890
4514,seton doubutsuki kuma no ko jacky,"adventure, drama, historical",tv,26,6.72,819
3668,telepathy shoujo ran,"fantasy, school",tv,26,6.72,5611
8314,tentai senshi sunred short corner,"comedy, parody, seinen, super power",special,4,6.72,503
2282,tezuka osamu no kyuuyaku seisho monogatari in the beginning,historical,tv,26,6.72,444
2399,tottoko hamtarou ova 1 hamtaro no otanjoubi  mama wo tasunete sanzen techi techi,"adventure, comedy, kids",ova,1,6.72,1239
2284,transformers car robots,"adventure, comedy, mecha, sci-fi, shounen",tv,39,6.72,2524
3963,turn a gundam i movie earth light,"action, drama, mecha, military, sci-fi, space",movie,1,6.72,2444
4183,uchuu taitei god sigma,"action, mecha, space",tv,50,6.72,353
6672,video senshi lezarion,"action, mecha, sci-fi",tv,45,6.72,344
446,wei kreuz glhen,"action, drama, shounen",tv,13,6.72,7043
29089,yaoguai mingdan,"action, comedy, ecchi, fantasy, romance",ona,18,6.72,4388
8861,yosuga no sora in solitude where we are least alone,"drama, ecchi, harem, romance",tv,12,6.72,173216
1143,intermezzo,"adventure, fantasy, game, magic, mystery, sci-fi",special,1,6.71,16637
8713,akai ito,"drama, romance, slice of life",special,1,6.71,1648
1177,alien 9,"horror, school, sci-fi",ova,4,6.71,15425
3874,ashita e free kick,sports,tv,52,6.71,1012
1670,bakuten shoot beyblade the movie gekitou takao vs daichi,"action, adventure, comedy, sci-fi, shounen, sports",movie,1,6.71,5334
370,burn up excess,"action, adventure, comedy, ecchi, police, sci-fi, shounen",tv,13,6.71,6402
16119,chouyaku hyakuninisshu uta koi  sake to kikoushi  murasaki kishikibu to kintou,"historical, josei",special,1,6.71,1029
29976,dance with devils,"demons, harem, romance, shoujo, supernatural",tv,12,6.71,38618
2769,galactic patrol lensman,"action, adventure, sci-fi",tv,25,6.71,487
2067,gekiganger 3 the movie,"action, comedy, mecha, parody, sci-fi, shounen",ova,1,6.71,2562
4244,ginga shippuu sasuraiger,"action, adventure, mecha",tv,43,6.71,399
32011,hakuouki otogisoushi,"fantasy, historical, josei, samurai",tv,13,6.71,2791
28351,hikari no megami,"action, fantasy",special,1,6.71,2304
1839,jagainukun,"adventure, fantasy, kids, shoujo, slice of life",tv,26,6.71,1012
2074,kero kero chime,"adventure, comedy, fantasy",tv,30,6.71,567
1067,kishin houkou demonbane tv,"action, ecchi, harem, magic, mecha, romance, shounen",tv,12,6.71,25443
7540,kurogane no linebarrels specials,"action, comedy, ecchi, mecha",special,2,6.71,3681
6587,kurokami intermission,"action, martial arts, super power",special,1,6.71,4186
20723,kyousou giga tv recaps,"action, fantasy, supernatural",special,2,6.71,7322
1617,massugu ni ikou,"comedy, josei, romance, slice of life",tv,4,6.71,1451
1806,master mosquiton 99,"action, adventure, comedy, supernatural, vampire",tv,26,6.71,2320
622,natsuiro no sunadokei,"drama, romance, sci-fi",ova,2,6.71,6327
33181,nijiiro days ova,"comedy, romance, school, shoujo, slice of life",ova,1,6.73,4088
4795,pokemon pika pika hoshizora camp,"adventure, comedy, fantasy, kids",movie,1,6.71,10143
18781,puchimas petit idolmster  takatsuki gold densetsu special harukasan matsuri,"comedy, music, slice of life",special,6,6.71,2284
32360,qualidea code,"action, magic, supernatural",tv,12,6.71,56854
10308,sengoku otome momoiro paradox,"action, comedy, historical, samurai, sci-fi, super power",tv,13,6.71,27080
4515,seton doubutsuki risu no banner,"drama, kids",tv,26,6.71,669
14957,shakugan no shana friagne to marianne no naze nani shana nandemo shitsumonbako 2,"comedy, fantasy, supernatural",special,8,6.71,4982
7082,shugo chara party,"comedy, magic, school, shoujo",tv,25,6.71,41469
2010,taiho shichau zo in america,"action, comedy, police, shounen",special,1,6.71,2584
21201,teekyuu 2 specials,"comedy, school, shounen, sports",special,2,6.71,5666
916,tokkou,"action, comedy, horror, mystery, police, supernatural",tv,13,6.71,30836
2105,touka gettan,"drama, romance, supernatural",tv,26,6.71,13921
6883,umi monogatari anata ga ite kureta koto  shinjiau kokoro,"comedy, fantasy, supernatural",special,1,6.71,2484
1130,windaria,"action, drama, fantasy, romance, sci-fi",movie,1,6.71,4905
6748,yokuwakaru gendaimahou 00,"comedy, magic",special,1,6.71,4991
3325,yuusha exkaiser,"action, mecha, sci-fi, shounen",tv,48,6.71,648
1673,bomberman bdaman bakugaiden v,"sci-fi, shounen",tv,50,6.7,932
1754,di gi charat summer special 2000,comedy,special,4,6.7,1685
1704,eatman,"action, adventure, sci-fi, shounen, super power",tv,12,6.7,4041
8503,fushigi mahou fun fun pharmacy,"kids, magic",tv,48,6.7,802
2060,gall force 1 eternal story,"action, adventure, mecha, military, sci-fi, space",movie,1,6.7,2780
4361,grenadier hohoemi no senshi specials,"comedy, ecchi, parody",special,7,6.7,4220
2804,hana no mahoutsukai mary bell,"adventure, fantasy, magic, shoujo",tv,50,6.7,1033
840,narue no sekai,"comedy, romance, sci-fi",tv,12,6.7,11544
2086,ng knight ramune and 40 dx wakuwaku jikuu  honoo no daisousasen,"adventure, comedy, fantasy, shounen",ova,3,6.7,421
31848,ojisan to marshmallow,"comedy, slice of life",tv,12,6.7,31005
1978,onkyo seimeitai noiseman,"action, fantasy, sci-fi",movie,1,6.7,5295
402,otogi juushi akazukin ova,"adventure, comedy, fantasy, magic",ova,1,6.7,1030
13799,pokemon meloetta no kirakira recital,"adventure, comedy, fantasy, kids, music",movie,1,6.7,3937
4874,pokemon pikachu no fuyuyasumi,"adventure, comedy, fantasy, kids",ova,2,6.7,8135
30103,precure all stars movie haru no carnival  ima koko kara,"fantasy, magic, music, shoujo",music,1,6.7,501
15781,puchimas petit idolmster episode 0,"comedy, music, slice of life",ova,1,6.7,3038
10611,r15,"comedy, ecchi, harem, romance, school",tv,12,6.7,53617
23,ring ni kakero 1,"action, shounen, sports",tv,12,6.7,2224
23581,romeo no aoi sora specials,"adventure, drama, historical, slice of life",special,2,6.7,297
33173,sansha sanyou specials,"comedy, school, slice of life",special,3,6.7,2177
472,to heart,"drama, harem, romance, school, slice of life",tv,13,6.7,16757
1980,trava fist planet,"action, comedy, mecha, sci-fi, space",ova,4,6.7,8535
7839,ufo robo grendizer akai yuuhi no taiketsu,"mecha, sci-fi",movie,1,6.7,252
20613,viva namida,music,music,1,6.7,2376
32601,12sai chicchana mune no tokimeki,"romance, school, shoujo",tv,12,6.69,12768
4744,akaneiro ni somaru saka,"comedy, harem, romance, school",tv,12,6.69,91453
10516,anemone,"drama, magic, supernatural",ova,1,6.69,2466
6533,atarashii sekai,music,music,1,6.69,1477
375,bannou bunka nekomusume 1998,"action, adventure, comedy, mecha, sci-fi, seinen",tv,12,6.69,4038
